Athlete,overall_rank,overall_score,X14_1_rank,X14_1_score,X14_2_rank,X14_2_score,X14_3_rank,X14_3_score,X14_4_rank,X14_4_score,X14_5_rank,X14_5_score,region,gender
Amy Mandelbaum,49,453,16,376,138,141,47,155,89,186,163,12:09,northeast,f
melissa smith,50,454,129,339,26,201,127,148,131,184,41,11:01,northeast,f
Miwa Andrus,51,458,131,338,70,190,106,150,112,185,39,11:00,northeast,f
Abby Graham,52,466,51,353,122,143,6,175,76,187,211,12:29,northeast,f
Kate Denny,53,473,36,358,37,198,186,145,64,187,150,12:04,northeast,f
Nancy Kegelman,54,486,119,343,58,193,86,151,71,187,152,12:05,northeast,f
Kaitlyn Fitzgerald,55,489,275,310,16,240,67,153,34,190,97,11:37,northeast,f
Andrea Cooke,56,509,18,373,61,192,26,160,245,181,159,12:08,northeast,f
Kristen Graham,57,513,124,341,217,136,39,157,87,186,46,11:08,northeast,f
Michele Sano,58,515,196,315,58,193,66,153,94,186,101,11:40,northeast,f
Jaime Vanacore,59,521,38,357,250,134,62,153,103,185,68,11:22,northeast,f
Cady Hart,60,523,51,353,107,174,127,148,108,185,130,11:53,northeast,f
Margaux Alvarez,1,43,3,402,18,239,7,168,10,195,5,09:36,northerncalifornia,f
Whitney Heuser,2,45,4,399,5,269,17,158,12,195,7,09:56,northerncalifornia,f
Alessandra Pichelli,3,55,33,359,3,271,9,164,2,200,8,09:58,northerncalifornia,f
Kyla Evers,4,88,5,398,47,195,2,179,23,191,11,10:07,northerncalifornia,f
Brandy Richardson,5,91,6,397,33,199,1,186,14,194,37,11:07,northerncalifornia,f
Jenny LaBaw,5,91,10,392,34,198,40,154,3,198,4,09:34,northerncalifornia,f
Chyna Cho,7,92,27,360,6,261,52,152,1,218,6,09:46,northerncalifornia,f
Brooke Ence,7,92,40,355,10,256,16,158,4,197,22,10:40,northerncalifornia,f
Elyse Umeda,9,94,64,350,1,326,21,157,7,197,1,09:02,northerncalifornia,f
Stephanie Perez,10,95,21,375,9,257,42,153,6,197,17,10:20,northerncalifornia,f
Molly Vollmer,11,116,11,391,53,193,12,159,11,195,29,10:51,northerncalifornia,f
Katie Hogan,12,122,7,396,47,195,10,161,31,190,27,10:46,northerncalifornia,f
Rebecca Delaney,13,134,22,373,13,250,26,156,71,186,2,09:10,northerncalifornia,f
Jessica Fitzgibbons,14,139,8,395,44,196,22,157,45,188,20,10:34,northerncalifornia,f
Coral Lloyd,15,141,11,391,19,238,13,159,56,187,42,11:12,northerncalifornia,f
Cheryl Brost,15,141,44,354,17,241,20,158,17,192,43,11:14,northerncalifornia,f
Sara McRoberts,17,142,1,406,55,192,18,158,57,187,11,10:07,northerncalifornia,f
Annie Sakamoto,18,151,54,352,3,271,66,151,15,193,13,10:15,northerncalifornia,f
Kirsten Pedri,19,155,23,371,13,250,52,152,48,188,19,10:22,northerncalifornia,f
Valerie Calhoun,20,162,83,345,2,312,46,153,16,193,15,10:16,northerncalifornia,f
Crista Jorgensen,21,163,25,370,16,243,63,151,20,192,39,11:09,northerncalifornia,f
Meg Reardon,22,171,9,393,110,141,3,176,24,191,25,10:44,northerncalifornia,f
Ashley Bakken,23,200,26,361,26,203,64,151,29,191,55,11:21,northerncalifornia,f
Cheri Felisilda,24,201,76,347,39,197,11,160,65,187,10,10:06,northerncalifornia,f
Courtney Walker,25,209,27,360,6,261,145,142,5,197,26,10:45,northerncalifornia,f
Miranda Oldroyd,26,211,74,348,44,196,24,156,9,196,60,11:28,northerncalifornia,f
Breanne Feudale,27,215,40,355,31,200,15,158,70,187,59,11:26,northerncalifornia,f
Jen Cadmus,27,215,48,353,20,207,88,147,42,189,17,10:20,northerncalifornia,f
Jhauna Dyer,29,225,20,378,47,195,82,148,73,186,3,09:19,northerncalifornia,f
crystal mcreynolds,30,231,40,355,52,194,85,148,13,195,41,11:10,northerncalifornia,f
Liz Santos,31,232,27,360,27,202,44,153,76,186,58,11:23,northerncalifornia,f
Charis Chan,32,254,11,391,39,197,69,150,55,188,80,11:43,northerncalifornia,f
Jennie McKernan,33,257,64,350,22,205,37,154,121,183,13,10:15,northerncalifornia,f
Eleni Frediani,34,260,44,354,15,247,128,144,37,189,36,11:02,northerncalifornia,f
Lisa Rendic,35,264,70,349,61,189,57,152,28,191,48,11:18,northerncalifornia,f
Rosa Barron,36,273,54,352,22,205,121,145,41,189,35,10:58,northerncalifornia,f
Sarah Pierce,37,276,40,355,39,197,31,155,67,187,99,11:56,northerncalifornia,f
Casey Hutnick,38,283,61,351,21,206,41,154,49,188,111,12:09,northerncalifornia,f
Amanda Norton,39,284,61,351,34,198,111,145,33,190,45,11:15,northerncalifornia,f
Lisa Warren,40,285,54,352,34,198,103,146,8,197,86,11:46,northerncalifornia,f
Abbey Sloulin,41,291,36,357,77,182,72,149,58,187,48,11:18,northerncalifornia,f
Jenna Collins,42,294,19,385,147,137,36,154,26,191,66,11:34,northerncalifornia,f
Ana C. Caldas,43,299,2,404,169,135,14,159,59,187,55,11:21,northerncalifornia,f
Jackie Perez,44,304,48,353,10,256,148,142,27,191,71,11:37,northerncalifornia,f
Michelle Maehler,45,314,70,349,28,201,59,151,75,186,82,11:44,northerncalifornia,f
Chelsea Ryan,46,318,16,389,61,189,77,149,32,190,132,12:26,northerncalifornia,f
Ashley Albano,47,320,123,323,47,195,116,145,18,192,16,10:17,northerncalifornia,f
Lori Ramirez,48,322,33,359,53,193,138,144,35,190,63,11:30,northerncalifornia,f
Brittanie Williamson,49,326,36,357,55,192,115,145,30,190,90,11:48,northerncalifornia,f
Lauren Jirges,50,332,64,350,67,186,86,147,38,189,77,11:42,northerncalifornia,f
Colleen Fotsch,51,335,16,389,147,137,29,155,36,189,107,12:04,northerncalifornia,f
Brittany Williams,52,340,175,311,8,259,105,146,22,192,30,10:55,northerncalifornia,f
Liz Terry,53,362,23,371,220,130,6,169,66,187,47,11:17,northerncalifornia,f
Vanessa Santillan,54,369,11,391,34,198,177,141,81,186,66,11:34,northerncalifornia,f
Kirstie Arnaiz,55,372,159,313,71,184,81,148,52,188,9,10:04,northerncalifornia,f
Alicia Rocha,56,377,175,311,12,251,73,149,44,189,73,11:40,northerncalifornia,f
michaela xavier,57,382,83,345,81,176,74,149,74,186,70,11:36,northerncalifornia,f
Kelly Edelmann,58,394,80,346,98,143,100,146,39,189,77,11:42,northerncalifornia,f
Kate Brierley,59,395,98,340,63,188,30,155,108,184,96,11:52,northerncalifornia,f
Stephanie Smith,60,404,48,353,74,183,104,146,61,187,117,12:12,northerncalifornia,f
Rory Zambard,1,18,1,445,10,204,3,177,1,203,3,09:33,northwest,f
Carleen Lessard,2,41,4,399,6,260,22,159,5,198,4,09:37,northwest,f
Ashleigh Moe,3,71,3,402,2,273,34,156,17,190,15,10:31,northwest,f
Emily Carothers,4,76,8,394,1,275,53,153,3,199,11,10:22,northwest,f
Joey Kimdon,5,85,34,357,19,199,5,175,12,191,15,10:31,northwest,f
Regan Huckaby,6,93,26,360,19,199,9,167,8,193,31,10:59,northwest,f
ashley shaeffer,6,93,10,393,11,203,14,161,28,188,30,10:54,northwest,f
Kendall Burnham,8,96,14,381,4,266,36,156,13,191,29,10:51,northwest,f
Danielle Miles,9,99,7,395,11,203,28,157,51,186,2,09:22,northwest,f
Capri Morton,10,110,23,372,44,190,15,160,10,191,18,10:32,northwest,f
Catherine Blatner,11,135,10,393,36,193,18,160,45,187,26,10:45,northwest,f
Brittany Chestnut,12,145,26,360,14,201,100,146,4,199,1,09:00,northwest,f
Erin Taylor,13,148,81,345,8,254,2,178,21,189,36,11:14,northwest,f
Samantha Tolbert,14,157,20,374,25,197,6,170,86,184,20,10:35,northwest,f
Kelcy Ware-Schneider,15,162,2,416,14,201,37,156,87,184,22,10:39,northwest,f
Jessica Core,16,168,81,345,5,265,67,150,9,192,6,09:53,northwest,f
Brooke Bergeson,17,195,81,345,36,193,41,155,29,188,8,10:04,northwest,f
Melissa Dixon,18,206,42,353,41,192,80,148,30,188,13,10:27,northwest,f
Allison King,19,207,17,375,32,194,45,154,67,185,46,11:29,northwest,f
Lori Kline,20,216,50,351,17,200,75,149,19,190,55,11:38,northwest,f
Marissa Luchau,21,221,22,373,44,190,52,153,52,186,51,11:35,northwest,f
Annie Olson,22,234,17,375,36,193,39,155,133,182,9,10:14,northwest,f
Caitlin Ritchey,23,241,5,397,65,178,83,148,20,190,68,11:51,northwest,f
Andrea Roozen,24,250,81,345,25,197,47,154,14,191,83,12:05,northwest,f
Tia Wright,25,260,50,351,9,207,114,145,15,191,72,11:54,northwest,f
Tara Hilgert,26,273,40,354,81,172,44,155,22,189,86,12:06,northwest,f
Karla Solum,26,273,40,354,137,136,34,156,27,188,35,11:09,northwest,f
Whitney Niemcziek Rosa,28,291,67,347,113,139,16,160,33,188,62,11:45,northwest,f
Amy Keenan,29,300,235,307,52,187,7,170,2,200,4,09:37,northwest,f
Kelsey Nagel,30,306,20,374,137,136,4,175,43,187,102,12:20,northwest,f
Caitlin Anderson,31,324,10,393,125,138,31,156,131,182,27,10:47,northwest,f
Karen McCadam,32,327,81,345,3,268,224,139,7,194,12,10:23,northwest,f
Molly Hunsinger,32,327,102,339,32,194,120,145,11,191,62,11:45,northwest,f
Kim Reinhardt,34,338,164,313,31,195,33,156,6,194,104,12:21,northwest,f
Amy Glass,35,342,108,336,21,198,17,160,70,185,126,12:33,northwest,f
Kaylee Nightingale,36,346,5,397,48,189,1,178,224,180,68,11:51,northwest,f
rachel perjessy,37,355,109,335,21,198,151,142,23,189,51,11:35,northwest,f
Janessa Brindza,38,356,93,343,32,194,68,150,25,189,138,12:39,northwest,f
Megan Keyes,39,374,120,330,65,178,49,154,68,185,72,11:54,northwest,f
Marisa Liepman,40,381,24,368,137,136,23,158,89,184,108,12:24,northwest,f
Johanna Schroeder,41,384,61,348,113,139,32,156,16,190,162,12:47,northwest,f
Rowena Manabat,42,411,30,359,104,140,144,143,76,185,57,11:40,northwest,f
Jamie Hubbs,42,411,42,353,157,134,43,155,98,184,71,11:53,northwest,f
Jennifer Howitt,44,415,163,314,70,177,54,153,75,185,53,11:36,northwest,f
Samantha Petersen,45,431,81,345,99,141,82,148,18,190,151,12:44,northwest,f
Alicia Bowman,46,441,91,344,30,196,70,149,161,181,89,12:08,northwest,f
Ashley Durschmidt,47,443,208,309,54,186,108,145,54,186,19,10:33,northwest,f
Keri Arvidson,48,447,17,375,128,137,48,154,87,184,167,12:49,northwest,f
Mandy Weaver,49,455,57,349,54,186,27,157,242,180,75,11:56,northwest,f
Erika Jorgensen,50,457,25,364,104,140,146,143,140,182,42,11:24,northwest,f
chelsea denigan,51,459,148,315,44,190,77,149,61,186,129,12:34,northwest,f
christa draggie,52,461,74,346,78,174,8,168,74,185,227,13:21,northwest,f
Katherine Rule,53,471,31,358,189,132,19,159,225,180,7,09:56,northwest,f
Sara Potter,53,471,47,352,270,126,11,164,130,182,13,10:27,northwest,f
Melissa Reese,55,479,74,346,11,203,239,138,106,184,49,11:34,northwest,f
Jennifer Wills,56,486,133,323,21,198,214,139,65,186,53,11:36,northwest,f
meagan moore,57,488,13,392,157,134,40,155,254,180,24,10:43,northwest,f
cheryl creasey,58,506,57,349,65,178,76,149,204,181,104,12:21,northwest,f
Brianna Neumann,59,524,93,343,72,176,185,140,92,184,82,12:03,northwest,f
Dawn Sibilia,60,530,136,322,75,175,234,138,36,188,49,11:34,northwest,f
Jessie Jo Young,1,37,9,382,6,259,3,173,5,194,14,10:38,southcentral,f
Cassidy Lance,2,64,17,360,1,309,37,153,8,194,1,09:40,southcentral,f
Chely Galvan,3,68,17,360,21,204,6,167,1,197,23,10:58,southcentral,f
Karen Pierce,4,74,13,372,32,199,5,169,20,190,4,10:08,southcentral,f
Amanda Schwartz,5,90,56,347,3,267,27,155,2,196,2,09:46,southcentral,f
Megan Norris,6,97,3,396,7,258,19,157,63,187,5,10:14,southcentral,f
Jenn Jones,7,100,3,396,10,249,10,162,6,194,71,11:53,southcentral,f
Candice Ruiz,8,122,52,348,47,194,1,183,12,192,10,10:26,southcentral,f
Janet Black,9,124,23,358,4,265,85,148,9,193,3,10:07,southcentral,f
Brista Mayfield,10,132,26,356,2,273,21,157,31,189,52,11:38,southcentral,f
Holly Mata,11,139,63,346,13,243,18,157,28,189,17,10:49,southcentral,f
Audra LeBeau,12,142,2,397,14,240,23,156,25,189,78,11:57,southcentral,f
Alexis Johnson,13,150,26,356,17,206,38,153,14,192,55,11:39,southcentral,f
Heather Sanchez,14,151,30,355,41,195,53,151,16,191,11,10:27,southcentral,f
Jenna Gracey,15,152,16,361,19,205,45,152,52,187,20,10:56,southcentral,f
Danielle Sawyer,16,153,63,346,17,206,32,154,30,189,11,10:27,southcentral,f
Stacey Magnesio,17,155,36,354,11,244,78,149,21,190,9,10:23,southcentral,f
Rachel Garibay,18,168,22,359,91,143,11,162,15,192,29,11:12,southcentral,f
Randi Whitley,19,192,6,391,78,180,16,158,26,189,66,11:51,southcentral,f
Chelsea Lewis,20,200,11,378,54,192,63,150,4,195,68,11:52,southcentral,f
Carey Kepler,20,200,12,374,41,195,8,164,65,186,74,11:54,southcentral,f
Ingrid Kantola,22,206,56,347,27,201,25,156,11,193,87,12:02,southcentral,f
Carla Lewis,23,208,17,360,100,142,7,164,76,185,8,10:21,southcentral,f
Jasmine Pando,24,210,39,352,54,192,17,157,43,188,57,11:41,southcentral,f
Jessica Malone,25,218,30,355,16,231,50,151,10,193,112,12:24,southcentral,f
Arielle Armstrong,26,229,17,360,15,237,103,146,13,192,81,11:59,southcentral,f
Erin Carter,27,231,1,405,21,204,146,144,3,195,60,11:48,southcentral,f
Nikki Isbell,28,254,14,369,47,194,116,146,17,191,60,11:48,southcentral,f
Lisa Thiel,29,270,131,315,47,194,12,161,34,189,46,11:34,southcentral,f
Beth Spearman,30,275,112,326,4,265,124,145,7,194,28,11:11,southcentral,f
Marilyn Kelleher,31,288,30,355,41,195,68,149,44,188,105,12:17,southcentral,f
Teresa Trojanowski,32,295,23,358,32,199,40,153,40,188,160,12:43,southcentral,f
Leah Shullenberger,33,297,39,352,19,205,71,149,19,190,149,12:38,southcentral,f
Brandi Bonifay,34,307,43,351,66,187,56,151,58,187,84,12:00,southcentral,f
Kristin Tucker,35,313,121,323,91,143,14,158,67,186,20,10:56,southcentral,f
Chelsea McKinney,36,317,122,322,32,199,75,149,47,188,41,11:28,southcentral,f
Hollye Henderson,37,330,119,324,37,198,94,147,40,188,40,11:27,southcentral,f
Whitney Welsch,38,338,70,345,111,141,55,151,53,187,49,11:36,southcentral,f
leigh hester,39,364,10,381,69,186,57,151,213,180,15,10:43,southcentral,f
Leah Kay,40,377,52,348,100,142,87,148,46,188,92,12:06,southcentral,f
Stephanie Ognjanovski,41,382,56,347,111,141,121,145,42,188,52,11:38,southcentral,f
Rosalyn Adkison,42,388,88,336,53,193,59,151,94,184,94,12:08,southcentral,f
Sara Urban,43,391,6,391,75,183,9,163,123,183,178,12:55,southcentral,f
Kim Dunaway,43,391,8,383,27,201,161,143,26,189,169,12:50,southcentral,f
Megan Thornell,45,410,30,355,91,143,28,155,218,180,43,11:31,southcentral,f
Anabelle Ponce,46,413,231,307,41,195,76,149,45,188,20,10:56,southcentral,f
Laura Poling,46,413,70,345,72,185,35,153,212,180,24,11:00,southcentral,f
Katherine Anderson,48,425,131,315,164,136,26,156,57,187,47,11:35,southcentral,f
Jill DiGiampaolo,49,429,180,311,111,141,44,152,78,185,16,10:48,southcentral,f
Megan Cannon,50,434,131,315,21,204,89,148,48,188,145,12:35,southcentral,f
Fernanda Magana,51,447,48,349,29,200,239,140,38,189,93,12:07,southcentral,f
Christi Dukes,52,451,63,346,39,196,208,141,97,184,44,11:33,southcentral,f
Brooke Dreiss,53,456,17,360,181,135,172,142,50,187,36,11:21,southcentral,f
Kelsey Briner,54,457,63,346,127,139,142,144,119,183,6,10:18,southcentral,f
Kristen Moores,54,457,39,352,164,136,35,153,115,183,104,12:15,southcentral,f
Jessica Aelvoet,56,458,131,315,41,195,88,148,68,186,130,12:30,southcentral,f
Aida Koepplinger,57,471,219,308,39,196,96,147,37,189,80,11:58,southcentral,f
Bethany Hernandez,58,476,164,313,25,203,217,141,23,190,47,11:35,southcentral,f
Nicole Mount,59,485,45,350,60,190,254,139,18,190,108,12:19,southcentral,f
Amber Cortese,60,487,180,311,100,142,98,147,91,184,18,10:53,southcentral,f
Emily Bridgers,1,16,1,409,2,337,11,159,1,221,1,08:47,southeast,f
Talayna Fortunato,2,75,6,390,4,320,34,153,3,199,28,10:51,southeast,f
Lauren Brooks,3,110,82,346,7,251,14,158,4,196,3,09:20,southeast,f
Allison Bourdon,4,133,16,360,5,265,92,148,8,192,12,10:19,southeast,f
Colleen Lehane,5,143,4,393,6,261,123,146,5,194,5,10:03,southeast,f
Andrea Kwiatkowski,6,148,58,350,40,195,5,172,23,190,22,10:42,southeast,f
Taylar Stallings,7,171,10,376,18,202,1,178,54,187,88,11:49,southeast,f
Laura Brannen,8,172,3,395,3,331,88,148,9,192,69,11:39,southeast,f
Mallory Erwin,9,186,31,356,29,197,22,156,94,185,10,10:10,southeast,f
Ami Wight,10,187,35,355,16,203,70,150,25,190,41,11:07,southeast,f
Bianca Blair,11,193,35,355,40,195,27,154,36,189,55,11:29,southeast,f
Jessica Carillon,12,201,35,355,14,204,72,150,25,190,55,11:29,southeast,f
Fain Davis,13,203,88,345,25,198,47,152,10,192,33,10:57,southeast,f
Sarina Woodworth,14,209,58,350,46,194,12,159,24,190,69,11:39,southeast,f
Tina Carson,15,212,9,377,21,201,97,148,81,186,4,09:54,southeast,f
Sonya McMillan,16,218,58,350,52,193,8,166,45,188,55,11:29,southeast,f
Alysia Stewart,17,240,23,358,29,197,41,153,130,184,17,10:31,southeast,f
Elise Trexler,18,256,8,385,11,239,55,151,12,192,170,12:31,southeast,f
Jaci Cale,19,258,48,352,7,251,145,145,39,189,19,10:34,southeast,f
marty Raines,20,267,48,352,35,196,82,149,60,187,42,11:12,southeast,f
Sarah Franklin,21,274,6,390,66,189,38,153,55,187,109,12:01,southeast,f
Breona Evans,22,290,197,314,25,198,28,154,27,190,13,10:20,southeast,f
Kim Griffin,22,290,43,353,35,196,50,152,64,187,98,11:56,southeast,f
Leah Polaski,24,319,139,326,56,192,39,153,16,191,69,11:39,southeast,f
Lauren Truszkowski,25,321,16,360,35,196,211,142,53,187,6,10:04,southeast,f
Diana Greene,26,327,82,346,114,171,37,153,31,190,63,11:36,southeast,f
Briana Hamilton,27,331,13,368,120,164,3,174,92,186,103,11:58,southeast,f
Alexis Yoculan,28,344,104,339,69,187,64,150,38,189,69,11:39,southeast,f
Christine Anastario,29,346,11,374,29,197,18,157,250,181,38,11:04,southeast,f
Krista Owens,30,348,16,360,122,148,4,173,95,185,111,12:02,southeast,f
Elly Kabboord,31,351,53,351,46,194,202,143,29,190,21,10:40,southeast,f
Jenny Carter,32,356,23,358,46,194,31,154,245,181,11,10:17,southeast,f
Lindsay Marcinik,33,362,72,348,35,196,143,145,76,186,36,11:01,southeast,f
Ashley Almand,34,409,142,325,23,199,183,143,18,191,43,11:13,southeast,f
Brooke Haas,35,416,35,355,161,139,45,152,75,186,100,11:57,southeast,f
Shana Alverson,36,422,65,349,67,188,34,153,19,191,237,12:58,southeast,f
Stephanie O'Connor,36,422,31,356,180,137,24,155,43,188,144,12:21,southeast,f
Megan Monberg,38,438,203,313,79,184,36,153,41,188,79,11:43,southeast,f
Hannah Richards,39,443,169,316,72,186,120,146,34,190,48,11:24,southeast,f
Erica Cox,40,450,72,348,148,140,77,149,77,186,76,11:42,southeast,f
Caroline Dardini,41,460,170,315,25,198,177,144,51,188,37,11:03,southeast,f
Hilary Mauro,42,468,12,371,46,194,207,142,121,184,82,11:46,southeast,f
April Lowe,43,473,151,321,56,192,26,155,196,182,44,11:14,southeast,f
Allison Brager,44,475,273,308,79,184,108,147,6,194,9,10:07,southeast,f
Elizabeth Parry,45,480,113,334,67,188,132,146,151,183,17,10:31,southeast,f
Chelsea Lowery,46,490,170,315,103,175,24,155,140,183,53,11:28,southeast,f
Hanna Gartman,47,513,53,351,40,195,66,150,322,180,32,10:56,southeast,f
Taylor Flynn,48,516,82,346,40,195,195,143,14,192,185,12:39,southeast,f
Wendy Shafranski,49,517,65,349,200,136,20,156,186,182,46,11:21,southeast,f
Tommie Deprima,50,520,79,347,12,230,213,142,189,182,27,10:50,southeast,f
Christine Chuang,51,531,170,315,69,187,149,145,13,192,130,12:13,southeast,f
Molly Spicer,52,536,126,329,109,173,56,151,116,184,129,12:10,southeast,f
Amy Hagler,53,539,43,353,117,168,124,146,57,187,198,12:48,southeast,f
Brittany Graham,53,539,48,352,62,190,316,139,61,187,52,11:26,southeast,f
Kathleen Vinson,55,546,53,351,123,143,103,147,242,181,25,10:47,southeast,f
Sarabeth Phillips,56,547,98,343,9,241,199,143,21,191,220,12:55,southeast,f
Krissi Brown,57,550,170,315,52,193,205,143,15,192,108,12:00,southeast,f
Daniella Estrella,58,559,115,333,95,178,94,148,125,184,130,12:13,southeast,f
Sarah Carnello,59,566,58,350,148,140,13,158,309,180,38,11:04,southeast,f
Kelly Cook,60,583,261,309,46,194,54,151,50,188,172,12:32,southeast,f
Valerie Voboril,1,30,6,399,3,332,9,175,9,195,3,09:35,southerncalifornia,f
Chelsey Hughes,2,35,1,417,1,334,23,157,5,196,5,09:43,southerncalifornia,f
Danielle Hale,3,41,2,405,10,256,11,175,2,199,16,10:38,southerncalifornia,f
Jamie Hagiya,4,44,2,405,15,207,15,170,8,196,4,09:42,southerncalifornia,f
Lauren Fisher,5,48,35,354,5,271,5,177,1,205,2,09:31,southerncalifornia,f
Rebecca Voigt,6,56,12,391,15,207,16,170,5,196,8,10:06,southerncalifornia,f
Lindsey Valenzuela,7,71,5,402,24,199,6,176,15,194,21,10:51,southerncalifornia,f
Kristan Clever,8,72,17,379,14,244,32,155,3,197,6,09:51,southerncalifornia,f
Elyse Persico,9,89,8,395,1,334,58,151,12,195,10,10:14,southerncalifornia,f
Carlie Stone,10,91,9,393,44,193,8,175,7,196,23,10:52,southerncalifornia,f
Rachel Serna,11,120,4,404,42,194,27,156,10,195,37,11:14,southerncalifornia,f
Nellie Garcia,12,124,28,360,9,258,61,150,16,193,10,10:14,southerncalifornia,f
Jenn Ryan,13,125,21,372,27,197,35,154,27,190,15,10:37,southerncalifornia,f
Natalie McClure,14,129,12,391,44,193,11,175,31,189,31,11:06,southerncalifornia,f
Amanda Douglas,15,149,9,393,63,183,1,188,17,192,59,11:39,southerncalifornia,f
Meaghan Galindo,15,149,35,354,8,262,71,149,21,191,14,10:33,southerncalifornia,f
Shanon Humphrey,17,153,11,392,77,176,2,179,20,191,43,11:21,southerncalifornia,f
Nomi Nilson,18,178,28,360,25,198,80,147,26,190,19,10:46,southerncalifornia,f
Lauren Gravatt,19,185,14,390,72,180,49,151,38,188,12,10:30,southerncalifornia,f
Tonia Osborne,20,186,41,352,27,197,60,150,37,188,21,10:51,southerncalifornia,f
Randi Slusser,21,198,7,396,13,245,28,156,49,187,101,12:13,southerncalifornia,f
Chelsey Grigsby,22,204,25,370,21,202,140,142,11,195,7,09:52,southerncalifornia,f
Anne Marie May,22,204,19,375,77,176,19,163,14,194,75,11:57,southerncalifornia,f
Catherine Hubbard,24,221,39,353,21,202,59,150,62,186,40,11:16,southerncalifornia,f
Melody Sanchez,25,227,87,339,6,267,113,145,4,197,17,10:40,southerncalifornia,f
Brittany Stevens,26,238,45,351,42,194,81,147,29,190,41,11:18,southerncalifornia,f
Christine Navarro,27,266,69,345,44,193,75,148,41,188,37,11:14,southerncalifornia,f
Pam Eamranond,28,270,63,347,18,206,74,148,25,191,90,12:07,southerncalifornia,f
Melissa Hurley,29,276,21,372,44,193,18,168,139,182,54,11:35,southerncalifornia,f
Ashlee Hegner,30,277,35,354,77,176,45,152,81,185,39,11:15,southerncalifornia,f
Jaime Howe,31,288,39,353,19,203,77,148,111,183,42,11:19,southerncalifornia,f
Caitlin Hogan,32,290,33,355,57,186,40,153,159,182,1,09:28,southerncalifornia,f
Christina Deleon,33,291,69,345,50,191,34,155,68,186,70,11:52,southerncalifornia,f
Katie Crowe,34,297,69,345,94,143,38,154,19,192,77,11:59,southerncalifornia,f
Lindsay Schuil,35,313,49,350,86,173,20,162,76,185,82,12:03,southerncalifornia,f
Giermaine Kinnick,36,314,17,379,94,143,44,152,141,182,18,10:45,southerncalifornia,f
Madelyn Curley,37,323,58,348,4,275,172,141,13,195,76,11:58,southerncalifornia,f
Hayley Montroy,37,323,69,345,65,182,7,176,136,182,46,11:26,southerncalifornia,f
Shelly Mielke,39,327,41,352,63,183,69,149,24,191,130,12:32,southerncalifornia,f
Merisa Downs,39,327,41,352,156,136,29,156,75,185,26,10:53,southerncalifornia,f
Rhett Chase,41,328,69,345,25,198,141,142,59,186,34,11:09,southerncalifornia,f
Kristen Curry,42,364,69,345,27,197,122,144,35,189,111,12:22,southerncalifornia,f
Erin Maddox,43,369,93,337,101,142,52,151,100,184,23,10:52,southerncalifornia,f
Lindsey Deitsch,44,373,90,338,65,182,42,152,116,183,60,11:41,southerncalifornia,f
Rachel Gamallo,45,379,20,374,101,142,84,147,51,187,123,12:28,southerncalifornia,f
Chelsie Morter,46,383,221,309,7,264,109,145,23,191,23,10:52,southerncalifornia,f
Jessemyn Russell,47,396,95,336,31,196,82,147,58,186,130,12:32,southerncalifornia,f
Vanessa Reyes,48,406,87,339,27,197,216,138,40,188,36,11:12,southerncalifornia,f
Amani Floyd,49,407,45,351,86,173,25,156,115,183,136,12:35,southerncalifornia,f
Anne Austad,50,413,33,355,19,203,128,143,127,183,106,12:16,southerncalifornia,f
Colette Swensen,51,446,69,345,117,140,73,148,138,182,49,11:32,southerncalifornia,f
Kat Apostolina,52,457,132,319,31,196,133,143,114,183,47,11:27,southerncalifornia,f
Christina DeMetropolis,53,459,194,311,15,207,76,148,66,186,108,12:21,southerncalifornia,f
Brigitte osborn,53,459,134,317,129,138,22,160,53,187,121,12:25,southerncalifornia,f
Michaela Bebernes,53,459,104,331,101,142,47,152,178,181,29,10:57,southerncalifornia,f
Anneke Marvin,56,465,52,349,90,169,94,146,89,184,140,12:38,southerncalifornia,f
Amanda Barelli,57,468,45,351,170,135,54,151,42,188,157,12:47,southerncalifornia,f
Melissa Popovich,58,475,137,315,31,196,202,139,44,188,61,11:42,southerncalifornia,f
Jenn Garbick,58,475,114,327,73,179,152,142,63,186,73,11:54,southerncalifornia,f
Candice Ulibarri,60,487,16,382,89,170,9,175,137,182,236,13:27,southerncalifornia,f
Mandi Janowitz,1,18,2,402,3,264,1,175,1,202,11,10:44,southwest,f
Tiffany Hendrickson,2,61,19,376,1,346,36,155,4,197,1,09:42,southwest,f
Jasmine Dever,3,69,1,441,16,206,3,175,29,189,20,11:08,southwest,f
Tennil Reed,4,80,34,357,10,241,18,159,15,191,3,10:03,southwest,f
Andrea Ager,5,85,16,380,17,204,47,154,3,198,2,09:58,southwest,f
Leslie Johnson,6,87,29,359,11,207,21,158,17,191,9,10:39,southwest,f
Kristen Olson,7,120,2,402,24,203,12,163,59,186,23,11:12,southwest,f
Amanda DeRosa,8,128,10,391,64,187,42,154,8,193,4,10:25,southwest,f
Cynthia Arangua,9,132,7,394,71,180,4,175,25,189,25,11:17,southwest,f
Meghan Sweet,10,158,55,352,31,199,17,160,31,189,24,11:14,southwest,f
Abby Knowles,11,164,28,360,6,245,76,150,50,187,4,10:25,southwest,f
Nikki Carlin,12,168,7,394,8,244,66,151,34,188,53,11:46,southwest,f
Sheena Hammer,13,169,119,334,2,271,40,154,2,200,6,10:31,southwest,f
Analisa Marquez,14,179,69,348,49,192,14,161,11,193,36,11:24,southwest,f
